total_area,no_of_bed_room,no_of_bath_room,city,tiles,rent_tk,balcony
1328.21,2,2,noakhali city,yes,25977.35,2
1479.8,4,1,noakhali city,yes,30000.0,1
1092.1,2,1,feni city,no,20533.62,2
1279.26,3,1,lakshmipur city,yes,26336.95,3
750.1,1,1,lakshmipur city,yes,15092.19,0
1073.73,2,2,raipur city,no,15685.09,1
1050.26,2,1,noakhali city,no,23390.44,2
847.42,1,1,lakshmipur city,no,16746.77,1
1398.02,4,2,feni city,yes,30000.0,4
971.42,2,1,feni city,yes,15925.06,1
1200.24,2,2,raipur city,no,19805.84,2
1494.46,4,1,feni city,yes,28156.05,4
1732.64,5,3,raipur city,yes,29549.3,4
1575.47,4,3,feni city,yes,30000.0,1
1293.83,3,1,feni city,yes,25290.29,0
1332.78,3,,noakhali city,yes,30000.0,1
1366.94,3,3,noakhali city,yes,30000.0,0
1361.65,3,1,noakhali city,yes,23641.97,2
1173.13,3,1,lakshmipur city,no,28963.01,3
1009.8,3,2,feni city,no,20777.29,1
1025.72,2,2,noakhali city,yes,19755.56,2
954.94,2,1,raipur city,no,16320.67,2
1175.03,3,3,feni city,no,25673.13,0
1631.78,5,4,noakhali city,no,30000.0,4
1122.54,3,3,feni city,yes,26399.84,2
1370.53,4,3,lakshmipur city,no,29986.07,2
983.26,2,2,lakshmipur city,no,,2
884.35,2,2,raipur city,no,14943.04,2
942.77,2,2,raipur city,yes,14445.7,0
912.98,2,2,raipur city,no,13552.61,2
1127.66,2,1,raipur city,yes,17444.44,1
1225.09,2,2,raipur city,yes,17416.36,2
517.13,1,1,feni city,no,7914.93,0
1140.93,3,1,lakshmipur city,yes,23365.02,0
1259.07,3,2,raipur city,yes,24479.0,2
710.85,2,1,raipur city,yes,13431.46,0
1136.33,3,2,feni city,no,18993.02,2
1355.37,3,1,feni city,yes,22011.4,3
1685.62,4,2,noakhali city,no,30000.0,1
1443.89,3,1,raipur city,yes,17682.26,0
1263.7,4,1,lakshmipur city,yes,30000.0,4
1292.74,4,4,raipur city,no,21838.34,0
1185.74,2,1,lakshmipur city,no,16611.93,0
668.45,1,1,noakhali city,yes,15429.64,0
1402.4,3,1,feni city,yes,24778.78,0
1249.22,2,1,lakshmipur city,yes,21188.18,2
1421.31,4,1,raipur city,yes,27969.63,2
886.21,1,1,feni city,no,11515.37,1
1121.06,3,3,lakshmipur city,yes,27901.15,1
1208.25,2,1,lakshmipur city,yes,21382.09,0
1245.77,3,3,noakhali city,yes,29208.59,1
1463.56,5,4,lakshmipur city,no,30000.0,2
714.53,1,1,raipur city,yes,12251.41,0
1049.43,2,2,raipur city,yes,19304.72,1
1313.11,3,1,feni city,no,24157.85,0
632.26,1,1,lakshmipur city,no,10507.12,0
948.98,3,3,raipur city,no,19198.83,0
1101.5,3,3,feni city,yes,19743.92,0
1424.15,4,3,raipur city,no,23367.12,1
1180.03,1,1,noakhali city,yes,19488.85,1
1494.24,5,2,raipur city,no,22517.8,2
1334.41,4,3,raipur city,yes,25489.95,3
835.69,2,1,raipur city,yes,16630.14,1
1044.76,2,2,feni city,yes,21401.5,1
857.66,2,1,raipur city,no,12791.56,1
1662.1,4,3,raipur city,yes,29599.84,0
1033.98,2,1,feni city,no,16039.06,0
1238.26,3,2,lakshmipur city,yes,28127.11,1
759.6,2,1,noakhali city,yes,21115.36,2
1017.66,3,1,raipur city,no,18781.21,3
1499.71,4,2,raipur city,no,21210.68,2
813.65,1,1,noakhali city,yes,18078.63,0
1227.46,2,1,noakhali city,yes,25251.52,2
1490.32,4,1,raipur city,no,24345.1,2
1295.32,4,2,noakhali city,yes,25572.39,1
1313.59,3,2,raipur city,no,23295.88,3
1240.98,3,2,noakhali city,yes,26415.46,1
1066.48,2,1,raipur city,yes,13322.85,0
1219.94,3,2,lakshmipur city,yes,28667.44,1
1325.32,3,1,lakshmipur city,yes,21097.76,0
978.7,2,2,raipur city,yes,16743.24,1
886.17,2,1,raipur city,no,14169.47,1
1255.59,4,3,lakshmipur city,no,24333.48,2
769.01,1,1,feni city,yes,13074.37,0
1304.48,4,4,lakshmipur city,no,30000.0,2
721.34,2,2,raipur city,yes,12940.0,1
934.26,2,1,lakshmipur city,no,13686.68,0
1119.28,3,3,raipur city,no,18939.06,2
461.58,1,1,raipur city,yes,7886.59,0
900.52,2,2,lakshmipur city,no,16889.02,0
1438.14,4,1,lakshmipur city,no,27194.59,1
944.19,2,2,raipur city,yes,13538.86,1
1626.15,4,3,feni city,no,30000.0,4
1296.18,4,4,feni city,yes,30000.0,2
849.34,3,3,noakhali city,no,21979.38,2
1194.99,4,1,feni city,yes,24606.93,3
1224.42,2,2,raipur city,no,19607.39,1
928.6,2,1,lakshmipur city,yes,18076.22,0
895.44,1,1,lakshmipur city,no,12641.74,1
923.4,2,2,raipur city,yes,12722.52,0
946.19,2,1,feni city,no,17759.89,1
987.77,2,2,feni city,yes,18105.12,1
808.67,1,1,feni city,yes,14621.89,0
1092.65,3,3,feni city,yes,24516.18,3
1230.24,4,1,feni city,yes,23513.73,4
871.28,2,2,lakshmipur city,yes,16259.79,0
910.17,3,1,lakshmipur city,yes,23140.2,3
1098.68,3,1,noakhali city,no,25050.39,2
851.56,2,2,noakhali city,yes,17106.47,1
963.41,2,2,noakhali city,yes,25190.3,0
1289.48,4,4,raipur city,yes,24112.89,2
1144.99,3,1,feni city,no,21045.5,3
1410.21,3,3,raipur city,no,17979.44,0
828.75,2,1,noakhali city,yes,18950.84,2
1144.98,3,1,feni city,yes,19527.56,1
1424.67,3,2,noakhali city,no,30000.0,2
857.15,2,1,noakhali city,no,18827.13,1
898.45,2,2,raipur city,no,17311.56,2
1135.24,2,1,noakhali city,no,17184.65,1
1253.27,2,2,lakshmipur city,yes,22261.29,0
1185.8,2,1,lakshmipur city,yes,19088.28,2
1196.67,2,2,lakshmipur city,yes,28966.22,2
1050.02,3,2,raipur city,yes,16111.69,1
1364.42,4,3,lakshmipur city,no,30000.0,3
1175.03,2,1,raipur city,yes,20030.71,1
1076.43,2,1,raipur city,yes,12988.9,0
974.08,2,2,lakshmipur city,no,17901.8,1
1315.79,3,1,lakshmipur city,yes,25039.34,3
969.19,3,2,noakhali city,yes,20963.72,0
1076.07,2,1,raipur city,yes,13426.9,1
1030.34,2,1,raipur city,no,16603.45,0
963.82,2,1,lakshmipur city,no,20962.09,2
1262.56,4,1,feni city,yes,21026.09,2
1603.32,4,3,raipur city,yes,29449.22,3
1612.74,4,3,lakshmipur city,yes,30000.0,3
761.68,2,1,noakhali city,no,21599.77,2
905.59,3,2,feni city,yes,18314.31,0
1340.81,4,4,noakhali city,yes,30000.0,4
1028.43,2,1,raipur city,no,13785.06,0
1051.09,3,1,feni city,yes,17024.59,2
1156.79,2,1,lakshmipur city,yes,22525.44,2
1052.47,2,2,lakshmipur city,yes,22950.77,2
1196.4,3,3,raipur city,yes,24180.61,2
1466.19,4,2,feni city,yes,27505.88,2
834.45,2,2,raipur city,yes,17441.03,2
1620.34,5,4,noakhali city,no,30000.0,1
1448.04,4,2,feni city,no,30000.0,4
1626.32,5,4,noakhali city,no,30000.0,2
1215.12,2,2,lakshmipur city,yes,27634.08,1
1437.44,4,1,lakshmipur city,yes,25612.98,2
1246.21,3,1,feni city,yes,23364.98,1
1195.44,3,2,raipur city,yes,19956.25,1
1122.01,3,2,feni city,yes,21913.88,0
1326.19,4,1,lakshmipur city,yes,27974.25,0
1051.25,3,3,raipur city,yes,24826.26,2
1103.41,2,2,feni city,yes,21286.31,2
1159.52,3,2,feni city,yes,18584.39,0
956.6,2,1,feni city,yes,14903.57,0
1193.12,3,2,raipur city,no,20330.18,3
875.31,2,1,lakshmipur city,yes,19296.06,0
1065.4,2,2,feni city,no,15805.67,2
820.16,3,1,lakshmipur city,no,16639.01,3
1311.51,4,4,noakhali city,yes,30000.0,4
1126.64,2,2,noakhali city,yes,25104.57,2
936.13,2,1,lakshmipur city,no,19200.32,2
1270.67,3,2,noakhali city,no,28680.79,1
1078.34,2,1,noakhali city,yes,21195.19,1
1185.31,3,1,feni city,yes,17591.45,1
968.34,3,1,feni city,yes,21195.27,2
1019.84,2,1,feni city,yes,16896.37,1
560.58,2,2,lakshmipur city,yes,16990.87,2
1107.95,1,1,feni city,yes,15706.89,0
1322.75,4,4,feni city,yes,29709.98,1
1151.65,3,2,noakhali city,yes,27703.65,2
786.29,1,1,noakhali city,no,15906.95,1
987.87,2,1,raipur city,yes,18449.78,1
1281.6,4,3,lakshmipur city,yes,26512.87,3
1015.31,2,1,raipur city,yes,12134.15,0
807.85,1,1,noakhali city,yes,15597.74,1
1073.62,2,2,noakhali city,yes,20915.21,1
1367.32,3,2,lakshmipur city,yes,24477.44,0
1300.18,4,3,feni city,yes,30000.0,4
1204.88,2,1,noakhali city,yes,26265.63,1
1511.73,4,4,lakshmipur city,no,30000.0,3
1445.92,4,1,raipur city,yes,26777.94,4
1117.64,2,2,lakshmipur city,yes,19874.61,2
1405.21,3,2,raipur city,no,23349.78,2
1024.69,3,3,noakhali city,yes,28174.14,2
1101.84,2,2,feni city,yes,23374.27,2
1078.14,3,3,raipur city,no,18482.15,0
1033.26,3,1,noakhali city,no,17640.85,0
1194.63,3,1,raipur city,yes,19272.6,1
1009.63,2,2,noakhali city,yes,23842.03,2
745.98,1,1,raipur city,yes,11231.67,1
1034.36,2,1,noakhali city,yes,21238.87,0
1161.15,2,2,feni city,no,20177.25,1
905.6,2,2,feni city,yes,18735.23,1
887.62,2,2,noakhali city,yes,16912.26,0
1095.65,3,1,lakshmipur city,yes,25738.01,3
1062.28,3,1,raipur city,no,19133.9,0
983.9,2,1,raipur city,yes,17687.27,2
949.91,1,1,noakhali city,no,14271.3,0
1250.42,3,3,raipur city,yes,25088.26,0
1365.88,4,4,lakshmipur city,yes,30000.0,4
1101.81,1,1,raipur city,yes,17700.12,1
820.43,1,1,feni city,yes,14136.75,0
985.7,2,1,feni city,yes,19400.82,0
1262.54,3,2,lakshmipur city,yes,25052.98,2
874.85,2,2,lakshmipur city,yes,20816.46,2
1314.6,3,1,lakshmipur city,no,24176.7,3
1585.66,4,1,feni city,no,30000.0,2
1206.84,2,2,lakshmipur city,yes,26038.03,1
1115.25,3,1,lakshmipur city,yes,28439.45,3
1063.48,2,1,lakshmipur city,yes,20032.65,1
1056.0,2,2,feni city,yes,16307.23,1
1246.86,3,2,lakshmipur city,no,30000.0,2
1260.29,3,3,raipur city,yes,24872.43,2
1291.71,4,2,feni city,yes,30000.0,4
832.07,2,1,feni city,yes,17736.04,2
1140.97,3,1,feni city,yes,21567.02,2
1511.04,5,3,noakhali city,yes,30000.0,3
1047.21,2,1,noakhali city,yes,21002.53,2
810.91,1,1,lakshmipur city,yes,16138.78,1
1428.09,4,1,lakshmipur city,no,26093.68,1
1663.61,5,4,raipur city,yes,30000.0,5
1205.92,3,2,noakhali city,no,27732.11,2
1032.22,2,2,noakhali city,yes,22465.05,1
1315.73,4,1,noakhali city,yes,28629.76,1
1012.65,2,1,noakhali city,no,18447.99,1
1247.69,2,2,noakhali city,yes,23781.33,2
1471.82,4,2,noakhali city,yes,30000.0,4
1301.94,3,3,lakshmipur city,no,23881.31,0
1129.89,2,1,noakhali city,yes,18368.08,1
1150.22,2,2,lakshmipur city,no,20518.25,2
1249.3,2,2,noakhali city,yes,27087.64,2
1150.16,3,2,feni city,yes,23830.32,2
1697.09,5,4,raipur city,yes,30000.0,5
721.19,2,2,lakshmipur city,yes,19195.6,2
586.83,1,1,noakhali city,yes,14453.21,0
722.43,1,1,feni city,no,9167.22,0
835.31,1,1,raipur city,yes,10935.12,0
1201.13,4,4,noakhali city,no,30000.0,4
1768.85,5,4,noakhali city,no,30000.0,5
820.13,2,2,feni city,no,14193.17,1
1487.92,4,2,raipur city,yes,26706.86,3
1138.14,3,1,lakshmipur city,no,28009.24,3
1304.12,4,3,noakhali city,yes,30000.0,1
866.37,2,2,lakshmipur city,no,17053.92,2
1048.41,3,2,noakhali city,yes,25043.45,0
1464.15,3,2,lakshmipur city,yes,30000.0,0
1719.55,5,4,noakhali city,no,30000.0,2
1467.61,4,4,feni city,yes,30000.0,4
1241.85,3,1,feni city,no,23598.77,1
1129.27,2,2,noakhali city,yes,20927.55,1
1054.79,3,1,lakshmipur city,no,22274.97,1
1153.45,3,1,feni city,yes,26019.79,3
921.3,2,1,noakhali city,no,17670.95,1
1074.05,2,2,feni city,yes,23674.47,2
985.67,3,3,noakhali city,yes,29839.53,0
1033.28,2,2,lakshmipur city,no,18898.38,1
1247.36,2,2,noakhali city,yes,28346.72,0
893.97,1,1,raipur city,yes,10480.88,0
1398.9,3,1,noakhali city,yes,29410.35,2
1102.08,3,3,raipur city,yes,20736.73,3
1045.26,2,1,feni city,yes,15336.98,0
1026.33,2,1,noakhali city,yes,26204.52,2
918.83,2,2,noakhali city,no,24732.65,2
1360.03,3,1,raipur city,yes,22799.67,1
746.27,1,1,raipur city,yes,11514.75,0
1443.39,3,3,lakshmipur city,yes,30000.0,3
1234.45,3,3,feni city,no,22685.48,0
861.71,2,2,feni city,yes,17369.18,0
1478.33,3,2,raipur city,yes,26672.57,3
1033.64,2,2,noakhali city,yes,21885.3,1
1262.58,3,2,noakhali city,no,30000.0,3
1104.98,3,2,raipur city,yes,25425.94,3
951.2,1,1,lakshmipur city,yes,14477.04,1
1317.56,4,2,raipur city,no,20428.67,3
958.0,2,1,raipur city,no,16145.11,1
1008.15,3,1,noakhali city,yes,19188.23,1
1461.58,4,2,noakhali city,yes,30000.0,2
1532.04,4,4,lakshmipur city,yes,30000.0,1
1572.75,3,3,noakhali city,yes,30000.0,3
1387.89,3,2,noakhali city,yes,24315.41,0
1367.44,3,1,lakshmipur city,yes,25612.05,2
1226.21,2,1,lakshmipur city,no,18636.19,1
1088.52,1,1,raipur city,no,15536.59,1
883.81,2,1,raipur city,yes,14529.97,2
1088.33,4,1,lakshmipur city,yes,25838.11,1
1151.96,3,2,lakshmipur city,no,26057.89,3
594.34,2,1,noakhali city,yes,16996.71,0
905.52,2,2,lakshmipur city,no,14566.16,0
1188.14,,3,lakshmipur city,yes,21610.2,0
713.13,1,1,noakhali city,no,11972.71,0
1133.84,2,2,lakshmipur city,yes,23540.65,0
1440.77,4,2,feni city,yes,26873.93,3
828.65,2,1,noakhali city,no,16195.95,1
951.13,1,1,noakhali city,yes,17910.0,1
957.62,3,2,noakhali city,yes,23635.22,0
1244.95,3,2,lakshmipur city,no,26133.12,2
1137.81,3,2,noakhali city,yes,30000.0,2
1141.6,2,1,raipur city,yes,17538.42,0
987.52,2,2,noakhali city,no,24248.49,2
1381.76,3,1,feni city,yes,20760.02,1
1345.53,4,3,lakshmipur city,yes,30000.0,4
698.88,2,2,noakhali city,no,17450.62,1
1391.19,4,2,raipur city,yes,21939.23,4
1124.25,3,2,noakhali city,yes,30000.0,3
1435.21,5,2,noakhali city,yes,30000.0,1
1413.08,3,1,feni city,no,20024.32,3
985.16,3,1,feni city,yes,23089.95,1
715.92,1,1,lakshmipur city,no,12195.14,1
1169.95,3,1,raipur city,yes,21206.96,2
1234.78,3,1,lakshmipur city,yes,20570.89,0
886.23,2,2,raipur city,yes,14294.63,0
1454.46,5,4,raipur city,yes,30000.0,2
1295.42,3,2,lakshmipur city,yes,29554.72,2
956.47,3,3,feni city,no,20394.1,2
1292.83,3,1,feni city,no,21922.02,2
1445.75,3,2,raipur city,no,25613.11,3
1257.37,4,3,lakshmipur city,yes,30000.0,4
973.17,2,2,feni city,yes,20020.55,0
1386.68,3,3,raipur city,yes,21602.35,2
1201.51,3,3,lakshmipur city,yes,20792.05,0
702.98,2,2,noakhali city,no,18930.69,2
924.74,2,2,lakshmipur city,yes,17993.34,2
982.94,2,1,noakhali city,no,15705.39,0
1010.78,2,2,feni city,yes,17504.69,1
859.37,1,1,lakshmipur city,no,15892.84,0
1039.53,2,2,raipur city,no,14627.62,0
1401.63,4,4,noakhali city,yes,30000.0,3
1084.16,2,2,noakhali city,yes,22799.13,2
1216.58,3,1,raipur city,yes,20310.36,0
1106.05,3,3,noakhali city,yes,25605.11,3
980.86,3,3,noakhali city,no,19556.5,0
1302.74,4,4,lakshmipur city,no,30000.0,1
1089.26,1,1,noakhali city,no,20693.66,0
1652.43,5,3,noakhali city,no,30000.0,0
1588.54,5,1,raipur city,yes,25125.91,5
1177.87,3,1,feni city,no,17605.68,1
1615.26,4,4,noakhali city,no,30000.0,3
947.9,2,2,feni city,yes,19231.14,0
928.81,2,1,lakshmipur city,yes,21916.3,1
1129.56,3,3,feni city,no,21360.33,2
1033.76,3,2,raipur city,yes,20117.33,3
1439.11,3,3,feni city,no,24176.54,2
1191.03,3,3,raipur city,yes,20660.45,3
1074.03,2,2,feni city,yes,15361.79,0
985.43,2,1,raipur city,no,11092.67,0
1300.88,5,2,raipur city,yes,25979.74,1
1373.91,3,3,lakshmipur city,yes,30000.0,3
945.97,1,1,lakshmipur city,no,13993.68,1
1350.1,4,2,lakshmipur city,no,30000.0,2
990.15,1,1,feni city,yes,13677.05,1
1052.3,3,2,noakhali city,no,26818.61,1
881.12,2,1,noakhali city,yes,21875.12,0
829.42,2,2,feni city,no,17486.34,0
666.08,1,1,lakshmipur city,yes,12375.36,1
1197.02,3,2,feni city,yes,28628.15,3
983.91,2,1,lakshmipur city,yes,19739.91,2
1562.59,4,3,raipur city,yes,29844.12,1
1440.61,3,3,raipur city,yes,25299.17,2
1665.9,4,4,lakshmipur city,yes,30000.0,2
1058.13,2,2,feni city,yes,19714.55,0
729.41,2,1,lakshmipur city,no,15242.23,0
1272.29,3,2,feni city,no,23890.05,1
1439.2,3,1,feni city,yes,23154.83,0
1399.59,4,2,feni city,no,28986.48,4
1157.85,3,2,raipur city,yes,23386.03,1
1170.29,3,3,lakshmipur city,yes,29280.2,0
1139.06,3,1,noakhali city,yes,28289.02,1
1307.48,4,2,noakhali city,no,28474.87,2
1048.13,2,1,noakhali city,no,15917.08,0
1375.32,4,3,noakhali city,yes,30000.0,1
1452.84,4,3,lakshmipur city,no,29007.39,0
869.23,2,2,feni city,yes,18348.35,1
641.23,1,1,lakshmipur city,no,9922.99,0
825.29,3,1,raipur city,no,15083.25,2
1368.73,3,2,lakshmipur city,yes,22344.97,1
1189.82,2,1,noakhali city,yes,18895.88,0
1399.31,4,4,feni city,yes,30000.0,1
1255.62,3,2,lakshmipur city,no,23342.27,1
1282.78,3,2,noakhali city,yes,30000.0,3
1102.03,2,2,lakshmipur city,yes,23070.24,0
1372.45,3,1,noakhali city,yes,25541.22,3
1444.49,4,1,feni city,yes,25906.21,0
1712.06,5,1,raipur city,no,30000.0,3
1209.79,2,2,lakshmipur city,yes,18834.47,0
1216.12,3,3,noakhali city,yes,29799.56,3
1258.11,3,2,lakshmipur city,no,25669.42,0
1495.66,4,2,feni city,yes,27729.75,3
867.49,1,1,noakhali city,yes,13700.81,0
,3,2,lakshmipur city,yes,20052.03,0
1620.02,5,4,feni city,yes,30000.0,2
1420.03,3,2,raipur city,no,26563.27,2
1680.89,5,2,noakhali city,yes,30000.0,1
1367.89,4,3,feni city,yes,30000.0,1
1456.91,4,3,lakshmipur city,yes,30000.0,3
1083.86,3,1,raipur city,yes,15697.2,1
1191.62,3,3,noakhali city,yes,27239.43,0
1402.0,3,1,raipur city,yes,18782.79,1
1010.82,3,3,raipur city,yes,19101.72,0
1275.12,3,3,raipur city,yes,24413.78,1
1068.23,3,3,lakshmipur city,no,21492.13,2
1628.53,4,2,feni city,yes,30000.0,3
795.03,2,1,lakshmipur city,no,13252.69,0
944.13,2,2,noakhali city,yes,22780.15,0
1091.83,2,2,feni city,yes,17401.52,0
1122.82,2,2,lakshmipur city,yes,24970.07,1
1023.69,2,2,noakhali city,no,24124.66,0
1110.54,3,1,raipur city,no,17140.67,3
755.12,1,1,noakhali city,yes,15153.6,1
1060.65,2,1,raipur city,yes,20145.03,2
863.16,2,1,lakshmipur city,yes,18533.58,1
1000.03,2,1,raipur city,yes,16882.07,2
1047.72,1,1,noakhali city,no,16316.85,0
967.61,2,1,feni city,yes,19994.42,1
1140.62,2,2,lakshmipur city,yes,20445.88,1
1062.77,2,1,lakshmipur city,yes,23607.48,1
1031.61,3,3,raipur city,yes,15857.56,0
808.38,1,1,feni city,yes,11951.72,1
953.55,2,1,noakhali city,yes,21030.03,0
1396.59,5,3,feni city,yes,27700.54,4
1062.19,2,2,noakhali city,no,25140.52,2
756.84,1,1,feni city,yes,15659.33,1
1019.54,2,1,lakshmipur city,yes,22337.65,1
1164.97,3,2,lakshmipur city,yes,22101.58,1
1795.73,4,2,lakshmipur city,yes,30000.0,1
1280.06,4,4,lakshmipur city,yes,30000.0,4
962.84,2,1,feni city,no,18925.62,1
951.47,2,2,lakshmipur city,yes,19623.59,2
1187.87,3,2,noakhali city,yes,30000.0,2
1070.24,2,2,feni city,yes,17393.78,2
996.97,2,1,noakhali city,yes,26560.9,2
938.93,2,1,lakshmipur city,yes,15897.3,2
1018.02,2,2,,yes,17821.53,2
1371.37,4,4,lakshmipur city,yes,26804.41,0
970.27,2,1,lakshmipur city,no,20039.69,1
1611.04,4,3,noakhali city,yes,30000.0,3
727.38,1,1,feni city,yes,14376.73,1
703.44,2,2,lakshmipur city,yes,19825.75,2
1762.62,5,4,noakhali city,yes,30000.0,2
818.34,1,1,noakhali city,yes,16695.99,1
1116.87,3,1,noakhali city,yes,21087.8,1
1347.4,3,2,noakhali city,yes,30000.0,0
1118.48,3,1,raipur city,yes,21565.79,2
1292.43,3,1,lakshmipur city,yes,25956.21,0
1226.02,3,2,raipur city,yes,25946.87,3
1564.61,5,4,feni city,yes,30000.0,3
1138.97,3,3,raipur city,no,20014.5,3
1100.79,2,2,feni city,yes,18383.58,0
1057.63,2,2,noakhali city,yes,26670.32,2
1604.1,4,3,feni city,yes,27904.29,0
1203.98,3,2,lakshmipur city,no,23731.61,2
1212.05,3,2,lakshmipur city,yes,24253.94,0
1301.17,4,2,noakhali city,yes,30000.0,2
949.21,2,2,noakhali city,yes,21723.2,1
835.24,1,1,noakhali city,no,14129.56,1
820.38,2,1,lakshmipur city,yes,16158.09,0
1380.8,3,2,feni city,no,18439.35,0
1313.47,3,3,feni city,no,25456.81,1
1112.89,4,2,noakhali city,no,26117.49,1
995.68,2,1,lakshmipur city,yes,22611.04,1
1000.72,3,3,lakshmipur city,yes,22938.27,3
1143.25,3,3,noakhali city,yes,26235.35,0
1421.8,4,4,feni city,no,26412.35,3
1042.74,2,1,feni city,yes,15278.42,2
1166.35,3,2,feni city,yes,25831.56,1
1115.72,3,2,feni city,yes,21303.08,1
1471.9,4,3,noakhali city,yes,30000.0,3
1098.42,3,3,lakshmipur city,yes,30000.0,1
1062.33,2,1,raipur city,yes,15342.88,0
1022.04,2,1,noakhali city,no,18954.57,0
721.68,1,1,lakshmipur city,yes,12296.94,1
1152.72,3,1,lakshmipur city,yes,22706.39,3
1164.28,3,3,raipur city,yes,20193.36,3
872.14,2,2,noakhali city,no,15799.14,0
871.3,1,1,feni city,yes,16453.07,1
902.16,3,3,feni city,yes,23488.82,3
1173.66,3,3,noakhali city,no,30000.0,3
1045.89,3,3,lakshmipur city,yes,24309.43,1
944.01,2,2,feni city,yes,16495.87,2
807.31,1,1,raipur city,no,11560.67,1
666.4,2,2,feni city,yes,17668.64,2
1249.56,2,1,feni city,yes,18197.2,2
845.79,1,1,lakshmipur city,yes,15131.39,1
992.34,2,1,feni city,yes,21500.86,2
1362.97,4,1,feni city,yes,25327.54,1
1542.19,5,3,noakhali city,yes,30000.0,3
1332.13,3,1,noakhali city,no,29599.02,0
1160.65,2,2,raipur city,no,19010.68,2
849.09,1,1,feni city,yes,14376.04,1
992.27,2,2,noakhali city,yes,28226.85,2
1675.46,5,2,noakhali city,yes,30000.0,0
1207.14,3,2,lakshmipur city,yes,24801.24,1
773.96,1,1,feni city,yes,14874.92,1
1220.31,4,2,noakhali city,yes,25494.1,0
1333.06,3,1,noakhali city,yes,27434.31,0
899.69,2,2,noakhali city,yes,20001.72,1
1166.31,3,1,feni city,yes,21914.68,0
1121.21,2,1,lakshmipur city,yes,19177.08,0
1072.79,3,3,lakshmipur city,yes,25775.21,0
963.98,2,2,feni city,yes,21163.07,0
1354.46,3,3,feni city,no,25490.17,2
1164.53,3,1,lakshmipur city,yes,24025.83,2
1278.84,3,3,noakhali city,yes,30000.0,0
817.84,2,1,feni city,yes,12789.9,1
1268.44,3,1,noakhali city,yes,24450.34,3
1318.85,3,1,noakhali city,yes,29077.21,2
1044.14,2,1,noakhali city,yes,22810.53,1
1173.51,3,2,raipur city,yes,19066.33,1
1233.05,4,1,feni city,yes,25536.28,0
1444.67,4,1,lakshmipur city,yes,30000.0,4
1315.39,2,2,feni city,yes,20367.63,2
1421.44,4,4,lakshmipur city,no,27473.64,1
1034.01,2,2,lakshmipur city,yes,23785.76,0
1438.24,3,2,raipur city,yes,23656.92,2
1297.69,3,3,noakhali city,yes,27891.16,3
1543.44,4,2,feni city,yes,28621.91,2
1548.7,3,2,feni city,no,24776.87,1
1218.98,3,3,lakshmipur city,yes,26532.57,2
1162.47,3,2,raipur city,no,18463.84,0
684.97,1,1,raipur city,no,10157.92,0
1410.21,4,2,raipur city,yes,26808.93,2
1326.58,3,2,raipur city,yes,23854.12,2
1738.85,5,4,feni city,yes,30000.0,1
1089.78,3,1,raipur city,yes,17064.87,0
751.5,2,1,raipur city,yes,16030.49,2
1158.94,3,3,lakshmipur city,yes,26250.57,3
1397.86,4,3,raipur city,yes,21779.96,2
1406.09,4,2,raipur city,no,23114.78,4
1214.89,2,1,noakhali city,yes,29335.78,2
736.27,1,1,feni city,no,9700.8,0
1558.7,4,1,feni city,yes,24382.22,1
1541.37,3,3,lakshmipur city,no,30000.0,1
872.17,2,1,noakhali city,yes,18698.07,0
710.37,2,2,feni city,yes,13862.82,0
1098.86,3,2,feni city,yes,18877.62,2
885.08,2,2,noakhali city,yes,21648.36,0
830.79,2,2,raipur city,yes,14010.55,0
1269.01,3,3,noakhali city,yes,30000.0,3
1433.98,4,1,feni city,no,20732.45,1
904.69,2,1,lakshmipur city,yes,17154.98,1
993.81,2,1,lakshmipur city,no,21092.37,2
1439.59,4,4,raipur city,yes,26992.7,0
976.67,2,1,feni city,yes,13772.98,0
1373.71,4,4,feni city,no,26737.33,2
1259.9,3,2,lakshmipur city,yes,26895.17,1
1236.34,3,3,feni city,yes,25269.41,1
1311.83,5,2,raipur city,yes,25433.03,3
1230.57,3,3,lakshmipur city,yes,27646.13,0
1396.94,3,3,raipur city,yes,23803.52,2
1440.02,3,3,lakshmipur city,yes,30000.0,3
1323.97,3,2,raipur city,no,21213.12,2
1176.96,4,4,feni city,yes,26806.8,3
513.65,1,1,lakshmipur city,yes,10906.62,0
1469.18,4,1,noakhali city,yes,30000.0,3
1243.33,3,2,lakshmipur city,yes,28361.45,0
599.62,1,1,feni city,yes,10397.3,1
1108.62,2,1,noakhali city,yes,25328.55,2
1091.47,2,2,lakshmipur city,no,18457.45,1
688.06,2,2,feni city,no,15843.98,1
1289.75,3,2,raipur city,yes,19962.68,2
941.26,3,1,lakshmipur city,no,18939.38,0
968.7,2,1,raipur city,yes,13181.78,1
953.1,2,1,feni city,yes,16817.1,1
1246.28,3,1,raipur city,yes,15769.8,0
873.24,1,1,lakshmipur city,no,15109.37,0
795.51,1,1,raipur city,yes,12415.5,1
973.64,2,1,noakhali city,yes,18757.29,2
1146.27,2,2,lakshmipur city,no,22943.32,1
1257.64,3,3,raipur city,no,17563.61,0
936.89,2,1,raipur city,no,13064.33,1
1136.51,3,2,noakhali city,yes,28641.22,0
